record_id,mof_id,MOF_name,chemical_formula,metal_node,organic_linker,pore_size,pore_size_unit,CSD_refcode,MOFid,MOFkey,source_material_id,topology,surface_area_BET,surface_area_BET_unit,pore_volume,pore_volume_unit,gas_type,gas_name,temperature,temperature_unit,pressure,pressure_unit,measurement_type,capacity_value,capacity_unit,isotherm_id,DOI,publication_year,source_id,source_type,source_url,source_location,source_database,extraction_method,extraction_confidence,notes
mofxdb_hMOF-6_iso5518384_p5,mofxdb_hMOF-6,hMOF-6,C24 F6 H6 O13 Zn4,Zn,from MOFid/CIF; not normalized yet,9.75,A,,[O-]C(=O)c1cc(F)c(c(c1F)F)C(=O)[O-].[O-]C(=O)c1cc(F)c(cc1F)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,Zn.LWKOWFVDUSZDRA.SEOCHRNHZMPVAE.YUWKPDBHJFNMAD.MOFkey-v1.pcu,15338,pcu,3174.5,m2/g,,,CH4,Methane,298.0,K,0.9,bar,capacity,0.28195,mol/kg,5518384,10.1039/C2EE23201D,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/5518384.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-6_iso5737345_p1,mofxdb_hMOF-6,hMOF-6,C24 F6 H6 O13 Zn4,Zn,from MOFid/CIF; not normalized yet,9.75,A,,[O-]C(=O)c1cc(F)c(c(c1F)F)C(=O)[O-].[O-]C(=O)c1cc(F)c(cc1F)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,Zn.LWKOWFVDUSZDRA.SEOCHRNHZMPVAE.YUWKPDBHJFNMAD.MOFkey-v1.pcu,15338,pcu,3174.5,m2/g,,,CH4,Methane,298.0,K,35.0,bar,capacity,128.267,cm3(STP)/cm3,5737345,10.1038/nchem.1192,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/5737345.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-6_iso6012950_p1_Xenon,mofxdb_hMOF-6,hMOF-6,C24 F6 H6 O13 Zn4,Zn,from MOFid/CIF; not normalized yet,9.75,A,,[O-]C(=O)c1cc(F)c(c(c1F)F)C(=O)[O-].[O-]C(=O)c1cc(F)c(cc1F)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,Zn.LWKOWFVDUSZDRA.SEOCHRNHZMPVAE.YUWKPDBHJFNMAD.MOFkey-v1.pcu,15338,pcu,3174.5,m2/g,,,Xe,Xenon,273.0,K,1.0,bar,capacity,0.289497,mol/kg,6012950,10.1039/C2SC01097F,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/6012950.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-6_iso6012950_p1_Krypton,mofxdb_hMOF-6,hMOF-6,C24 F6 H6 O13 Zn4,Zn,from MOFid/CIF; not normalized yet,9.75,A,,[O-]C(=O)c1cc(F)c(c(c1F)F)C(=O)[O-].[O-]C(=O)c1cc(F)c(cc1F)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,Zn.LWKOWFVDUSZDRA.SEOCHRNHZMPVAE.YUWKPDBHJFNMAD.MOFkey-v1.pcu,15338,pcu,3174.5,m2/g,,,Kr,Krypton,273.0,K,1.0,bar,capacity,0.356424,mol/kg,6012950,10.1039/C2SC01097F,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/6012950.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-6_iso6012950_p2_Xenon,mofxdb_hMOF-6,hMOF-6,C24 F6 H6 O13 Zn4,Zn,from MOFid/CIF; not normalized yet,9.75,A,,[O-]C(=O)c1cc(F)c(c(c1F)F)C(=O)[O-].[O-]C(=O)c1cc(F)c(cc1F)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,Zn.LWKOWFVDUSZDRA.SEOCHRNHZMPVAE.YUWKPDBHJFNMAD.MOFkey-v1.pcu,15338,pcu,3174.5,m2/g,,,Xe,Xenon,273.0,K,5.0,bar,capacity,1.44663,mol/kg,6012950,10.1039/C2SC01097F,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/6012950.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-6_iso6012950_p2_Krypton,mofxdb_hMOF-6,hMOF-6,C24 F6 H6 O13 Zn4,Zn,from MOFid/CIF; not normalized yet,9.75,A,,[O-]C(=O)c1cc(F)c(c(c1F)F)C(=O)[O-].[O-]C(=O)c1cc(F)c(cc1F)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,Zn.LWKOWFVDUSZDRA.SEOCHRNHZMPVAE.YUWKPDBHJFNMAD.MOFkey-v1.pcu,15338,pcu,3174.5,m2/g,,,Kr,Krypton,273.0,K,5.0,bar,capacity,1.72388,mol/kg,6012950,10.1039/C2SC01097F,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/6012950.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-6_iso6012950_p3_Xenon,mofxdb_hMOF-6,hMOF-6,C24 F6 H6 O13 Zn4,Zn,from MOFid/CIF; not normalized yet,9.75,A,,[O-]C(=O)c1cc(F)c(c(c1F)F)C(=O)[O-].[O-]C(=O)c1cc(F)c(cc1F)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,Zn.LWKOWFVDUSZDRA.SEOCHRNHZMPVAE.YUWKPDBHJFNMAD.MOFkey-v1.pcu,15338,pcu,3174.5,m2/g,,,Xe,Xenon,273.0,K,10.0,bar,capacity,3.00034,mol/kg,6012950,10.1039/C2SC01097F,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/6012950.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-6_iso6012950_p3_Krypton,mofxdb_hMOF-6,hMOF-6,C24 F6 H6 O13 Zn4,Zn,from MOFid/CIF; not normalized yet,9.75,A,,[O-]C(=O)c1cc(F)c(c(c1F)F)C(=O)[O-].[O-]C(=O)c1cc(F)c(cc1F)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,Zn.LWKOWFVDUSZDRA.SEOCHRNHZMPVAE.YUWKPDBHJFNMAD.MOFkey-v1.pcu,15338,pcu,3174.5,m2/g,,,Kr,Krypton,273.0,K,10.0,bar,capacity,3.61963,mol/kg,6012950,10.1039/C2SC01097F,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/6012950.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-6_iso6150836_p1,mofxdb_hMOF-6,hMOF-6,C24 F6 H6 O13 Zn4,Zn,from MOFid/CIF; not normalized yet,9.75,A,,[O-]C(=O)c1cc(F)c(c(c1F)F)C(=O)[O-].[O-]C(=O)c1cc(F)c(cc1F)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,Zn.LWKOWFVDUSZDRA.SEOCHRNHZMPVAE.YUWKPDBHJFNMAD.MOFkey-v1.pcu,15338,pcu,3174.5,m2/g,,,H2,Hydrogen,77.0,K,2.0,bar,capacity,9.62817,g/l,6150836,10.1021/acs.jpcc.6b08729,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/6150836.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-6_iso6150836_p2,mofxdb_hMOF-6,hMOF-6,C24 F6 H6 O13 Zn4,Zn,from MOFid/CIF; not normalized yet,9.75,A,,[O-]C(=O)c1cc(F)c(c(c1F)F)C(=O)[O-].[O-]C(=O)c1cc(F)c(cc1F)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,Zn.LWKOWFVDUSZDRA.SEOCHRNHZMPVAE.YUWKPDBHJFNMAD.MOFkey-v1.pcu,15338,pcu,3174.5,m2/g,,,H2,Hydrogen,77.0,K,100.0,bar,capacity,50.4343,g/l,6150836,10.1021/acs.jpcc.6b08729,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/6150836.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
