record_id,mof_id,MOF_name,chemical_formula,metal_node,organic_linker,pore_size,pore_size_unit,CSD_refcode,MOFid,MOFkey,source_material_id,topology,surface_area_BET,surface_area_BET_unit,pore_volume,pore_volume_unit,gas_type,gas_name,temperature,temperature_unit,pressure,pressure_unit,measurement_type,capacity_value,capacity_unit,isotherm_id,DOI,publication_year,source_id,source_type,source_url,source_location,source_database,extraction_method,extraction_confidence,notes
mofxdb_hMOF-8_iso5105129_p1,mofxdb_hMOF-8,hMOF-8,C72 F18 H18 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.75,A,,,,15346,,15.0,m2/g,,,CO2,CarbonDioxide,298.0,K,0.01,bar,capacity,0.930434,mol/kg,5105129,10.1039/C2EE23201D,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/5105129.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-8_iso5518386_p5,mofxdb_hMOF-8,hMOF-8,C72 F18 H18 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.75,A,,,,15346,,15.0,m2/g,,,CH4,Methane,298.0,K,0.9,bar,capacity,0.188821,mol/kg,5518386,10.1039/C2EE23201D,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/5518386.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-8_iso5737347_p1,mofxdb_hMOF-8,hMOF-8,C72 F18 H18 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.75,A,,,,15346,,15.0,m2/g,,,CH4,Methane,298.0,K,35.0,bar,capacity,89.0112,cm3(STP)/cm3,5737347,10.1038/nchem.1192,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/5737347.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-8_iso6012952_p1_Xenon,mofxdb_hMOF-8,hMOF-8,C72 F18 H18 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.75,A,,,,15346,,15.0,m2/g,,,Xe,Xenon,273.0,K,1.0,bar,capacity,0.00507889,mol/kg,6012952,10.1039/C2SC01097F,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/6012952.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-8_iso6012952_p1_Krypton,mofxdb_hMOF-8,hMOF-8,C72 F18 H18 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.75,A,,,,15346,,15.0,m2/g,,,Kr,Krypton,273.0,K,1.0,bar,capacity,0.935702,mol/kg,6012952,10.1039/C2SC01097F,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/6012952.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-8_iso6012952_p2_Xenon,mofxdb_hMOF-8,hMOF-8,C72 F18 H18 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.75,A,,,,15346,,15.0,m2/g,,,Xe,Xenon,273.0,K,5.0,bar,capacity,0.0080218,mol/kg,6012952,10.1039/C2SC01097F,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/6012952.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-8_iso6012952_p2_Krypton,mofxdb_hMOF-8,hMOF-8,C72 F18 H18 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.75,A,,,,15346,,15.0,m2/g,,,Kr,Krypton,273.0,K,5.0,bar,capacity,1.65567,mol/kg,6012952,10.1039/C2SC01097F,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/6012952.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-8_iso6012952_p3_Xenon,mofxdb_hMOF-8,hMOF-8,C72 F18 H18 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.75,A,,,,15346,,15.0,m2/g,,,Xe,Xenon,273.0,K,10.0,bar,capacity,0.00863886,mol/kg,6012952,10.1039/C2SC01097F,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/6012952.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-8_iso6012952_p3_Krypton,mofxdb_hMOF-8,hMOF-8,C72 F18 H18 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.75,A,,,,15346,,15.0,m2/g,,,Kr,Krypton,273.0,K,10.0,bar,capacity,1.92789,mol/kg,6012952,10.1039/C2SC01097F,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/6012952.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-8_iso6150838_p1,mofxdb_hMOF-8,hMOF-8,C72 F18 H18 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.75,A,,,,15346,,15.0,m2/g,,,H2,Hydrogen,77.0,K,2.0,bar,capacity,12.9966,g/l,6150838,10.1021/acs.jpcc.6b08729,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/6150838.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-8_iso6150838_p2,mofxdb_hMOF-8,hMOF-8,C72 F18 H18 O39 Zn12,Zn,from MOFid/CIF; not normalized yet,2.75,A,,,,15346,,15.0,m2/g,,,H2,Hydrogen,77.0,K,100.0,bar,capacity,14.0369,g/l,6150838,10.1021/acs.jpcc.6b08729,,db_mofxdb,database_api,https://mof.tech.northwestern.edu/isotherms/6150838.json,,MOFX-DB,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
