record_id,mof_id,gas_type,gas_name,temperature,temperature_unit,pressure,pressure_unit,capacity_value,capacity_unit,measurement_type,isotherm_id,DOI,publication_year,source_id,source_type,source_database,source_url,source_location,extraction_method,extraction_confidence,notes
preview_manual_visual_digitized_isotherms_cg_3_h2_77_5_67,pdf_cg_3,H2,,77,K,5,atm,2.7,wt%,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,low,Approximate visual digitization; 42 atm values anchored to Table 1.
preview_manual_visual_digitized_isotherms_cg_3_h2_77_10_68,pdf_cg_3,H2,,77,K,10,atm,2.95,wt%,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,low,Approximate visual digitization; 42 atm values anchored to Table 1.
preview_manual_visual_digitized_isotherms_cg_3_h2_77_20_69,pdf_cg_3,H2,,77,K,20,atm,3.1,wt%,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,low,Approximate visual digitization; 42 atm values anchored to Table 1.
preview_manual_visual_digitized_isotherms_cg_3_h2_77_30_70,pdf_cg_3,H2,,77,K,30,atm,3.1,wt%,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,low,Approximate visual digitization; 42 atm values anchored to Table 1.
preview_manual_visual_digitized_isotherms_cg_3_h2_77_42_71,pdf_cg_3,H2,,77,K,42,atm,3.05,wt%,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
preview_manual_visual_digitized_isotherms_cg_9_h2_77_0_72,pdf_cg_9,H2,,77,K,0,atm,0,wt%,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,low,Approximate visual digitization; 42 atm values anchored to Table 1.
preview_manual_visual_digitized_isotherms_cg_9_h2_77_1_73,pdf_cg_9,H2,,77,K,1,atm,2.0,wt%,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,low,Approximate visual digitization; 42 atm values anchored to Table 1.
preview_manual_visual_digitized_isotherms_cg_9_h2_77_2_74,pdf_cg_9,H2,,77,K,2,atm,2.55,wt%,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,low,Approximate visual digitization; 42 atm values anchored to Table 1.
preview_manual_visual_digitized_isotherms_cg_9_h2_77_5_75,pdf_cg_9,H2,,77,K,5,atm,3.05,wt%,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,low,Approximate visual digitization; 42 atm values anchored to Table 1.
preview_manual_visual_digitized_isotherms_cg_9_h2_77_10_76,pdf_cg_9,H2,,77,K,10,atm,3.35,wt%,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,low,Approximate visual digitization; 42 atm values anchored to Table 1.
preview_manual_visual_digitized_isotherms_cg_9_h2_77_20_77,pdf_cg_9,H2,,77,K,20,atm,3.55,wt%,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,low,Approximate visual digitization; 42 atm values anchored to Table 1.
preview_manual_visual_digitized_isotherms_cg_9_h2_77_30_78,pdf_cg_9,H2,,77,K,30,atm,3.6,wt%,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,low,Approximate visual digitization; 42 atm values anchored to Table 1.
preview_manual_visual_digitized_isotherms_cg_9_h2_77_42_79,pdf_cg_9,H2,,77,K,42,atm,3.58,wt%,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
preview_manual_visual_digitized_isotherms_cg_15_h2_77_0_80,pdf_cg_15,H2,,77,K,0,atm,0,wt%,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,low,Approximate visual digitization; 42 atm values anchored to Table 1.
preview_manual_visual_digitized_isotherms_cg_15_h2_77_1_81,pdf_cg_15,H2,,77,K,1,atm,0.75,wt%,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,low,Approximate visual digitization; 42 atm values anchored to Table 1.
preview_manual_visual_digitized_isotherms_cg_15_h2_77_2_82,pdf_cg_15,H2,,77,K,2,atm,0.95,wt%,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,low,Approximate visual digitization; 42 atm values anchored to Table 1.
preview_manual_visual_digitized_isotherms_cg_15_h2_77_5_83,pdf_cg_15,H2,,77,K,5,atm,1.15,wt%,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,low,Approximate visual digitization; 42 atm values anchored to Table 1.
preview_manual_visual_digitized_isotherms_cg_15_h2_77_10_84,pdf_cg_15,H2,,77,K,10,atm,1.25,wt%,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,low,Approximate visual digitization; 42 atm values anchored to Table 1.
preview_manual_visual_digitized_isotherms_cg_15_h2_77_20_85,pdf_cg_15,H2,,77,K,20,atm,1.35,wt%,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,low,Approximate visual digitization; 42 atm values anchored to Table 1.
preview_manual_visual_digitized_isotherms_cg_15_h2_77_30_86,pdf_cg_15,H2,,77,K,30,atm,1.4,wt%,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,low,Approximate visual digitization; 42 atm values anchored to Table 1.
preview_manual_visual_digitized_isotherms_cg_15_h2_77_42_87,pdf_cg_15,H2,,77,K,42,atm,1.42,wt%,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
preview_manual_visual_digitized_isotherms_cg_9_co2_273_0_88,pdf_cg_9,CO2,,273,K,0,atm,0,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_co2_273_0_1_89,pdf_cg_9,CO2,,273,K,0.1,atm,1.5,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_co2_273_0_2_90,pdf_cg_9,CO2,,273,K,0.2,atm,2.8,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_co2_273_0_3_91,pdf_cg_9,CO2,,273,K,0.3,atm,3.9,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_co2_273_0_4_92,pdf_cg_9,CO2,,273,K,0.4,atm,4.8,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_co2_273_0_5_93,pdf_cg_9,CO2,,273,K,0.5,atm,5.5,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_co2_273_0_6_94,pdf_cg_9,CO2,,273,K,0.6,atm,6.2,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_co2_273_0_7_95,pdf_cg_9,CO2,,273,K,0.7,atm,6.8,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_co2_273_0_8_96,pdf_cg_9,CO2,,273,K,0.8,atm,7.3,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_co2_273_0_9_97,pdf_cg_9,CO2,,273,K,0.9,atm,7.8,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_co2_273_1_0_98,pdf_cg_9,CO2,,273,K,1.0,atm,8.26,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,medium,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_ch4_273_0_99,pdf_cg_9,CH4,,273,K,0,atm,0,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_ch4_273_0_1_100,pdf_cg_9,CH4,,273,K,0.1,atm,0.25,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_ch4_273_0_2_101,pdf_cg_9,CH4,,273,K,0.2,atm,0.35,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_ch4_273_0_3_102,pdf_cg_9,CH4,,273,K,0.3,atm,0.48,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_ch4_273_0_4_103,pdf_cg_9,CH4,,273,K,0.4,atm,0.62,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_ch4_273_0_5_104,pdf_cg_9,CH4,,273,K,0.5,atm,0.75,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_ch4_273_0_6_105,pdf_cg_9,CH4,,273,K,0.6,atm,0.88,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_ch4_273_0_7_106,pdf_cg_9,CH4,,273,K,0.7,atm,1.0,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_ch4_273_0_8_107,pdf_cg_9,CH4,,273,K,0.8,atm,1.1,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_ch4_273_0_9_108,pdf_cg_9,CH4,,273,K,0.9,atm,1.2,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_ch4_273_1_0_109,pdf_cg_9,CH4,,273,K,1.0,atm,1.3,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_n2_273_0_110,pdf_cg_9,N2,,273,K,0,atm,0,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_n2_273_0_1_111,pdf_cg_9,N2,,273,K,0.1,atm,0.05,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_n2_273_0_2_112,pdf_cg_9,N2,,273,K,0.2,atm,0.09,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_n2_273_0_3_113,pdf_cg_9,N2,,273,K,0.3,atm,0.12,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_n2_273_0_4_114,pdf_cg_9,N2,,273,K,0.4,atm,0.16,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_n2_273_0_5_115,pdf_cg_9,N2,,273,K,0.5,atm,0.2,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_n2_273_0_6_116,pdf_cg_9,N2,,273,K,0.6,atm,0.24,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_n2_273_0_7_117,pdf_cg_9,N2,,273,K,0.7,atm,0.28,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
preview_manual_visual_digitized_isotherms_cg_9_n2_273_0_8_118,pdf_cg_9,N2,,273,K,0.8,atm,0.32,mmol/g,capacity,,10.1039/c3ee23421e,2013,pdf_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,low,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
