record_id,mof_id,gas_type,gas_name,temperature,temperature_unit,pressure,pressure_unit,capacity_value,capacity_unit,measurement_type,isotherm_id,DOI,publication_year,source_id,source_type,source_database,source_url,source_location,extraction_method,extraction_confidence,notes
mofxdb_hMOF-2_iso5105123_p2,mofxdb_hMOF-2,CO2,CarbonDioxide,298.0,K,0.1,bar,0.854371,mol/kg,capacity,5105123,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105123.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso5105123_p3,mofxdb_hMOF-2,CO2,CarbonDioxide,298.0,K,2.5,bar,1.4935,mol/kg,capacity,5105123,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105123.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso5105123_p4,mofxdb_hMOF-2,CO2,CarbonDioxide,298.0,K,0.05,bar,0.863734,mol/kg,capacity,5105123,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105123.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso5105123_p5,mofxdb_hMOF-2,CO2,CarbonDioxide,298.0,K,0.5,bar,1.35495,mol/kg,capacity,5105123,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105123.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso5380728_p1,mofxdb_hMOF-2,N2,Nitrogen,298.0,K,0.09,bar,0.0218653,mol/kg,capacity,5380728,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5380728.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso5380728_p2,mofxdb_hMOF-2,N2,Nitrogen,298.0,K,0.9,bar,0.232617,mol/kg,capacity,5380728,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5380728.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso5518380_p1,mofxdb_hMOF-2,CH4,Methane,298.0,K,2.5,bar,1.9741,mol/kg,capacity,5518380,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518380.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso5518380_p2,mofxdb_hMOF-2,CH4,Methane,298.0,K,4.5,bar,2.15817,mol/kg,capacity,5518380,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518380.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso5518380_p3,mofxdb_hMOF-2,CH4,Methane,298.0,K,0.05,bar,0.11804,mol/kg,capacity,5518380,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518380.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso5518380_p4,mofxdb_hMOF-2,CH4,Methane,298.0,K,0.5,bar,1.01847,mol/kg,capacity,5518380,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518380.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso5518380_p5,mofxdb_hMOF-2,CH4,Methane,298.0,K,0.9,bar,1.36399,mol/kg,capacity,5518380,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518380.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso5737341_p1,mofxdb_hMOF-2,CH4,Methane,298.0,K,35.0,bar,105.198,cm3(STP)/cm3,capacity,5737341,10.1038/nchem.1192,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5737341.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso6012946_p1_Xenon,mofxdb_hMOF-2,Xe,Xenon,273.0,K,1.0,bar,0.317805,mol/kg,capacity,6012946,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012946.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-2_iso6012946_p1_Krypton,mofxdb_hMOF-2,Kr,Krypton,273.0,K,1.0,bar,1.95825,mol/kg,capacity,6012946,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012946.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-2_iso6012946_p2_Xenon,mofxdb_hMOF-2,Xe,Xenon,273.0,K,5.0,bar,0.33047,mol/kg,capacity,6012946,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012946.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-2_iso6012946_p2_Krypton,mofxdb_hMOF-2,Kr,Krypton,273.0,K,5.0,bar,2.15649,mol/kg,capacity,6012946,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012946.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-2_iso6012946_p3_Xenon,mofxdb_hMOF-2,Xe,Xenon,273.0,K,10.0,bar,0.364079,mol/kg,capacity,6012946,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012946.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-2_iso6012946_p3_Krypton,mofxdb_hMOF-2,Kr,Krypton,273.0,K,10.0,bar,2.19286,mol/kg,capacity,6012946,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012946.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-2_iso6150832_p1,mofxdb_hMOF-2,H2,Hydrogen,77.0,K,2.0,bar,13.0523,g/l,capacity,6150832,10.1021/acs.jpcc.6b08729,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6150832.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-2_iso6150832_p2,mofxdb_hMOF-2,H2,Hydrogen,77.0,K,100.0,bar,13.9925,g/l,capacity,6150832,10.1021/acs.jpcc.6b08729,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6150832.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-8_iso5105129_p1,mofxdb_hMOF-8,CO2,CarbonDioxide,298.0,K,0.01,bar,0.930434,mol/kg,capacity,5105129,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105129.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-8_iso5105129_p2,mofxdb_hMOF-8,CO2,CarbonDioxide,298.0,K,0.1,bar,2.0167,mol/kg,capacity,5105129,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105129.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-8_iso5105129_p3,mofxdb_hMOF-8,CO2,CarbonDioxide,298.0,K,2.5,bar,2.27838,mol/kg,capacity,5105129,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105129.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-8_iso5105129_p4,mofxdb_hMOF-8,CO2,CarbonDioxide,298.0,K,0.05,bar,1.51365,mol/kg,capacity,5105129,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105129.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-8_iso5105129_p5,mofxdb_hMOF-8,CO2,CarbonDioxide,298.0,K,0.5,bar,2.22299,mol/kg,capacity,5105129,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105129.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-8_iso5380734_p1,mofxdb_hMOF-8,N2,Nitrogen,298.0,K,0.09,bar,0.0163284,mol/kg,capacity,5380734,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5380734.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-8_iso5380734_p2,mofxdb_hMOF-8,N2,Nitrogen,298.0,K,0.9,bar,0.21507,mol/kg,capacity,5380734,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5380734.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-8_iso5518386_p1,mofxdb_hMOF-8,CH4,Methane,298.0,K,2.5,bar,0.545387,mol/kg,capacity,5518386,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518386.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-8_iso5518386_p2,mofxdb_hMOF-8,CH4,Methane,298.0,K,4.5,bar,0.869867,mol/kg,capacity,5518386,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518386.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-8_iso5518386_p3,mofxdb_hMOF-8,CH4,Methane,298.0,K,0.05,bar,0.0125311,mol/kg,capacity,5518386,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518386.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-8_iso5518386_p4,mofxdb_hMOF-8,CH4,Methane,298.0,K,0.5,bar,0.132716,mol/kg,capacity,5518386,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518386.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-8_iso5518386_p5,mofxdb_hMOF-8,CH4,Methane,298.0,K,0.9,bar,0.188821,mol/kg,capacity,5518386,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518386.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-8_iso5737347_p1,mofxdb_hMOF-8,CH4,Methane,298.0,K,35.0,bar,89.0112,cm3(STP)/cm3,capacity,5737347,10.1038/nchem.1192,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5737347.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-8_iso6012952_p1_Xenon,mofxdb_hMOF-8,Xe,Xenon,273.0,K,1.0,bar,0.00507889,mol/kg,capacity,6012952,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012952.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-8_iso6012952_p1_Krypton,mofxdb_hMOF-8,Kr,Krypton,273.0,K,1.0,bar,0.935702,mol/kg,capacity,6012952,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012952.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-8_iso6012952_p2_Xenon,mofxdb_hMOF-8,Xe,Xenon,273.0,K,5.0,bar,0.0080218,mol/kg,capacity,6012952,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012952.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-8_iso6012952_p2_Krypton,mofxdb_hMOF-8,Kr,Krypton,273.0,K,5.0,bar,1.65567,mol/kg,capacity,6012952,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012952.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-8_iso6012952_p3_Xenon,mofxdb_hMOF-8,Xe,Xenon,273.0,K,10.0,bar,0.00863886,mol/kg,capacity,6012952,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012952.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-8_iso6012952_p3_Krypton,mofxdb_hMOF-8,Kr,Krypton,273.0,K,10.0,bar,1.92789,mol/kg,capacity,6012952,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012952.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-8_iso6150838_p1,mofxdb_hMOF-8,H2,Hydrogen,77.0,K,2.0,bar,12.9966,g/l,capacity,6150838,10.1021/acs.jpcc.6b08729,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6150838.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-8_iso6150838_p2,mofxdb_hMOF-8,H2,Hydrogen,77.0,K,100.0,bar,14.0369,g/l,capacity,6150838,10.1021/acs.jpcc.6b08729,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6150838.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-9_iso5105130_p1,mofxdb_hMOF-9,CO2,CarbonDioxide,298.0,K,0.01,bar,0.44189,mol/kg,capacity,5105130,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105130.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-9_iso5105130_p2,mofxdb_hMOF-9,CO2,CarbonDioxide,298.0,K,0.1,bar,1.86576,mol/kg,capacity,5105130,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105130.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-9_iso5105130_p3,mofxdb_hMOF-9,CO2,CarbonDioxide,298.0,K,2.5,bar,8.83391,mol/kg,capacity,5105130,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105130.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-9_iso5105130_p4,mofxdb_hMOF-9,CO2,CarbonDioxide,298.0,K,0.05,bar,0.994454,mol/kg,capacity,5105130,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105130.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-9_iso5105130_p5,mofxdb_hMOF-9,CO2,CarbonDioxide,298.0,K,0.5,bar,3.78142,mol/kg,capacity,5105130,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5105130.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-9_iso5380735_p1,mofxdb_hMOF-9,N2,Nitrogen,298.0,K,0.09,bar,0.0142199,mol/kg,capacity,5380735,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5380735.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-9_iso5380735_p2,mofxdb_hMOF-9,N2,Nitrogen,298.0,K,0.9,bar,0.140723,mol/kg,capacity,5380735,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5380735.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-9_iso5518387_p1,mofxdb_hMOF-9,CH4,Methane,298.0,K,2.5,bar,0.674506,mol/kg,capacity,5518387,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518387.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-9_iso5518387_p2,mofxdb_hMOF-9,CH4,Methane,298.0,K,4.5,bar,1.20359,mol/kg,capacity,5518387,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518387.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-9_iso5518387_p3,mofxdb_hMOF-9,CH4,Methane,298.0,K,0.05,bar,0.0118052,mol/kg,capacity,5518387,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518387.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-9_iso5518387_p4,mofxdb_hMOF-9,CH4,Methane,298.0,K,0.5,bar,0.14126,mol/kg,capacity,5518387,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518387.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-9_iso5518387_p5,mofxdb_hMOF-9,CH4,Methane,298.0,K,0.9,bar,0.237177,mol/kg,capacity,5518387,10.1039/C2EE23201D,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5518387.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-9_iso5737348_p1,mofxdb_hMOF-9,CH4,Methane,298.0,K,35.0,bar,123.417,cm3(STP)/cm3,capacity,5737348,10.1038/nchem.1192,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/5737348.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-9_iso6012953_p1_Xenon,mofxdb_hMOF-9,Xe,Xenon,273.0,K,1.0,bar,0.248848,mol/kg,capacity,6012953,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012953.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-9_iso6012953_p1_Krypton,mofxdb_hMOF-9,Kr,Krypton,273.0,K,1.0,bar,0.303447,mol/kg,capacity,6012953,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012953.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-9_iso6012953_p2_Xenon,mofxdb_hMOF-9,Xe,Xenon,273.0,K,5.0,bar,1.27282,mol/kg,capacity,6012953,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012953.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-9_iso6012953_p2_Krypton,mofxdb_hMOF-9,Kr,Krypton,273.0,K,5.0,bar,1.55896,mol/kg,capacity,6012953,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012953.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-9_iso6012953_p3_Xenon,mofxdb_hMOF-9,Xe,Xenon,273.0,K,10.0,bar,2.57729,mol/kg,capacity,6012953,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012953.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.2; origin and units require final verification.
mofxdb_hMOF-9_iso6012953_p3_Krypton,mofxdb_hMOF-9,Kr,Krypton,273.0,K,10.0,bar,3.18298,mol/kg,capacity,6012953,10.1039/C2SC01097F,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6012953.json,,web_api_json,medium,MOFX-DB category=exp; composition=0.8; origin and units require final verification.
mofxdb_hMOF-9_iso6150839_p1,mofxdb_hMOF-9,H2,Hydrogen,77.0,K,2.0,bar,8.82938,g/l,capacity,6150839,10.1021/acs.jpcc.6b08729,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6150839.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
mofxdb_hMOF-9_iso6150839_p2,mofxdb_hMOF-9,H2,Hydrogen,77.0,K,100.0,bar,48.7601,g/l,capacity,6150839,10.1021/acs.jpcc.6b08729,,db_mofxdb,database_api,MOFX-DB,https://mof.tech.northwestern.edu/isotherms/6150839.json,,web_api_json,medium,MOFX-DB category=exp; composition=1.0; origin and units require final verification.
nist_10_1016j_ijhydene_2015_06_109_Isotherm1_p1_Hydrogen,NIST-MATDB-646305b7be8c332d8656167133c58d58,H2,Hydrogen,77,K,0,bar,101.724,cm3(STP)/g,capacity,10.1016j.ijhydene.2015.06.109.Isotherm1,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,NIST ISODB,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm1.json,Figure 2a,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm1_p2_Hydrogen,NIST-MATDB-646305b7be8c332d8656167133c58d58,H2,Hydrogen,77,K,0.002793,bar,124.138,cm3(STP)/g,capacity,10.1016j.ijhydene.2015.06.109.Isotherm1,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,NIST ISODB,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm1.json,Figure 2a,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm1_p3_Hydrogen,NIST-MATDB-646305b7be8c332d8656167133c58d58,H2,Hydrogen,77,K,0.03352,bar,143.103,cm3(STP)/g,capacity,10.1016j.ijhydene.2015.06.109.Isotherm1,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,NIST ISODB,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm1.json,Figure 2a,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm1_p4_Hydrogen,NIST-MATDB-646305b7be8c332d8656167133c58d58,H2,Hydrogen,77,K,0.067039,bar,146.552,cm3(STP)/g,capacity,10.1016j.ijhydene.2015.06.109.Isotherm1,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,NIST ISODB,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm1.json,Figure 2a,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm1_p5_Hydrogen,NIST-MATDB-646305b7be8c332d8656167133c58d58,H2,Hydrogen,77,K,0.139665,bar,153.448,cm3(STP)/g,capacity,10.1016j.ijhydene.2015.06.109.Isotherm1,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,NIST ISODB,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm1.json,Figure 2a,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm1_p6_Hydrogen,NIST-MATDB-646305b7be8c332d8656167133c58d58,H2,Hydrogen,77,K,0.206704,bar,155.172,cm3(STP)/g,capacity,10.1016j.ijhydene.2015.06.109.Isotherm1,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,NIST ISODB,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm1.json,Figure 2a,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm1_p7_Hydrogen,NIST-MATDB-646305b7be8c332d8656167133c58d58,H2,Hydrogen,77,K,0.27095,bar,156.897,cm3(STP)/g,capacity,10.1016j.ijhydene.2015.06.109.Isotherm1,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,NIST ISODB,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm1.json,Figure 2a,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm1_p8_Hydrogen,NIST-MATDB-646305b7be8c332d8656167133c58d58,H2,Hydrogen,77,K,0.321229,bar,158.621,cm3(STP)/g,capacity,10.1016j.ijhydene.2015.06.109.Isotherm1,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,NIST ISODB,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm1.json,Figure 2a,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
