record_id,mof_id,gas_type,temperature,temperature_unit,pressure,pressure_unit,capacity_value,capacity_unit,isotherm_id,DOI,publication_year,source_id,source_type,source_database,source_url,source_location,extraction_method,extraction_confidence,notes
rec_paper_nanosized_cu_mofs_go_gas_storage_cu_btc_h2_77_2_2_0_wt_nan_132,pdf_cu_btc,H2,77.0,K,2.0,atm,2.0,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cu_btc_h2_77_5_2_45_wt_nan_133,pdf_cu_btc,H2,77.0,K,5.0,atm,2.45,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cu_btc_h2_77_10_2_7_wt_nan_134,pdf_cu_btc,H2,77.0,K,10.0,atm,2.7,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cu_btc_h2_77_20_2_85_wt_nan_135,pdf_cu_btc,H2,77.0,K,20.0,atm,2.85,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cu_btc_h2_77_30_2_85_wt_nan_136,pdf_cu_btc,H2,77.0,K,30.0,atm,2.85,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cu_btc_h2_77_42_2_81_wt_nan_137,pdf_cu_btc,H2,77.0,K,42.0,atm,2.81,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_3_h2_77_0_0_wt_nan_138,pdf_cg_3,H2,77.0,K,0.0,atm,0.0,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_3_h2_77_1_1_7_wt_nan_139,pdf_cg_3,H2,77.0,K,1.0,atm,1.7,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_3_h2_77_2_2_25_wt_nan_140,pdf_cg_3,H2,77.0,K,2.0,atm,2.25,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_3_h2_77_5_2_7_wt_nan_141,pdf_cg_3,H2,77.0,K,5.0,atm,2.7,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_3_h2_77_10_2_95_wt_nan_142,pdf_cg_3,H2,77.0,K,10.0,atm,2.95,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_3_h2_77_20_3_1_wt_nan_143,pdf_cg_3,H2,77.0,K,20.0,atm,3.1,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_3_h2_77_30_3_1_wt_nan_144,pdf_cg_3,H2,77.0,K,30.0,atm,3.1,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_3_h2_77_42_3_05_wt_nan_145,pdf_cg_3,H2,77.0,K,42.0,atm,3.05,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_9_h2_77_0_0_wt_nan_146,pdf_cg_9,H2,77.0,K,0.0,atm,0.0,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_9_h2_77_1_2_0_wt_nan_147,pdf_cg_9,H2,77.0,K,1.0,atm,2.0,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_9_h2_77_2_2_55_wt_nan_148,pdf_cg_9,H2,77.0,K,2.0,atm,2.55,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_9_h2_77_5_3_05_wt_nan_149,pdf_cg_9,H2,77.0,K,5.0,atm,3.05,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_9_h2_77_10_3_35_wt_nan_150,pdf_cg_9,H2,77.0,K,10.0,atm,3.35,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_9_h2_77_20_3_55_wt_nan_151,pdf_cg_9,H2,77.0,K,20.0,atm,3.55,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_9_h2_77_30_3_6_wt_nan_152,pdf_cg_9,H2,77.0,K,30.0,atm,3.6,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_9_h2_77_42_3_58_wt_nan_153,pdf_cg_9,H2,77.0,K,42.0,atm,3.58,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_15_h2_77_0_0_wt_nan_154,pdf_cg_15,H2,77.0,K,0.0,atm,0.0,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_15_h2_77_1_0_75_wt_nan_155,pdf_cg_15,H2,77.0,K,1.0,atm,0.75,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_15_h2_77_2_0_95_wt_nan_156,pdf_cg_15,H2,77.0,K,2.0,atm,0.95,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_15_h2_77_5_1_15_wt_nan_157,pdf_cg_15,H2,77.0,K,5.0,atm,1.15,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_15_h2_77_10_1_25_wt_nan_158,pdf_cg_15,H2,77.0,K,10.0,atm,1.25,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_15_h2_77_20_1_35_wt_nan_159,pdf_cg_15,H2,77.0,K,20.0,atm,1.35,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_15_h2_77_30_1_4_wt_nan_160,pdf_cg_15,H2,77.0,K,30.0,atm,1.4,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_15_h2_77_42_1_42_wt_nan_161,pdf_cg_15,H2,77.0,K,42.0,atm,1.42,wt%,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig7_H2_77K,digitized_figure,medium,Approximate visual digitization; 42 atm values anchored to Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_9_co2_273_0_0_mmol_g_nan_162,pdf_cg_9,CO2,273.0,K,0.0,atm,0.0,mmol/g,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,medium,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_9_co2_273_0_1_1_5_mmol_g_nan_163,pdf_cg_9,CO2,273.0,K,0.1,atm,1.5,mmol/g,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,medium,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_9_co2_273_0_2_2_8_mmol_g_nan_164,pdf_cg_9,CO2,273.0,K,0.2,atm,2.8,mmol/g,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,medium,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_9_co2_273_0_3_3_9_mmol_g_nan_165,pdf_cg_9,CO2,273.0,K,0.3,atm,3.9,mmol/g,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,medium,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_9_co2_273_0_4_4_8_mmol_g_nan_166,pdf_cg_9,CO2,273.0,K,0.4,atm,4.8,mmol/g,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,medium,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_9_co2_273_0_5_5_5_mmol_g_nan_167,pdf_cg_9,CO2,273.0,K,0.5,atm,5.5,mmol/g,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,medium,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_9_co2_273_0_6_6_2_mmol_g_nan_168,pdf_cg_9,CO2,273.0,K,0.6,atm,6.2,mmol/g,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,medium,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_9_co2_273_0_7_6_8_mmol_g_nan_169,pdf_cg_9,CO2,273.0,K,0.7,atm,6.8,mmol/g,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,medium,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_9_co2_273_0_8_7_3_mmol_g_nan_170,pdf_cg_9,CO2,273.0,K,0.8,atm,7.3,mmol/g,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,medium,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_9_co2_273_0_9_7_8_mmol_g_nan_171,pdf_cg_9,CO2,273.0,K,0.9,atm,7.8,mmol/g,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,medium,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_9_co2_273_1_0_8_26_mmol_g_nan_172,pdf_cg_9,CO2,273.0,K,1.0,atm,8.26,mmol/g,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,medium,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_9_ch4_273_0_0_mmol_g_nan_173,pdf_cg_9,CH4,273.0,K,0.0,atm,0.0,mmol/g,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,medium,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_9_ch4_273_0_1_0_25_mmol_g_nan_174,pdf_cg_9,CH4,273.0,K,0.1,atm,0.25,mmol/g,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,medium,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_9_ch4_273_0_2_0_35_mmol_g_nan_175,pdf_cg_9,CH4,273.0,K,0.2,atm,0.35,mmol/g,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,medium,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_9_ch4_273_0_3_0_48_mmol_g_nan_176,pdf_cg_9,CH4,273.0,K,0.3,atm,0.48,mmol/g,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,medium,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_9_ch4_273_0_4_0_62_mmol_g_nan_177,pdf_cg_9,CH4,273.0,K,0.4,atm,0.62,mmol/g,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,medium,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_9_ch4_273_0_5_0_75_mmol_g_nan_178,pdf_cg_9,CH4,273.0,K,0.5,atm,0.75,mmol/g,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,medium,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_9_ch4_273_0_6_0_88_mmol_g_nan_179,pdf_cg_9,CH4,273.0,K,0.6,atm,0.88,mmol/g,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,medium,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
rec_paper_nanosized_cu_mofs_go_gas_storage_cg_9_ch4_273_0_7_1_0_mmol_g_nan_180,pdf_cg_9,CH4,273.0,K,0.7,atm,1.0,mmol/g,,10.1039/c3ee23421e,2013.0,paper_nanosized_cu_mofs_go_gas_storage,scientific_paper,,local PDF: Nanosized-Cu-MOFs-induced-by-graphene-oxide-and-enhanced-gas-storage-capacity.pdf,pdf=nanosized_cu_mofs_go_gas_storage; figure=Cu-MOF_GO_Fig8_CG9_273K,digitized_figure,medium,Approximate visual digitization from Fig. 8; CO2 endpoint consistent with Table 1.
