record_id,mof_id,MOF_name,chemical_formula,metal_node,organic_linker,pore_size,pore_size_unit,CSD_refcode,MOFid,MOFkey,source_material_id,topology,surface_area_BET,surface_area_BET_unit,pore_volume,pore_volume_unit,gas_type,gas_name,temperature,temperature_unit,pressure,pressure_unit,measurement_type,capacity_value,capacity_unit,isotherm_id,DOI,publication_year,source_id,source_type,source_url,source_location,source_database,extraction_method,extraction_confidence,notes
nist_10_1016j_ijhydene_2015_06_109_Isotherm3_p4_Hydrogen,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,Zr-fum MOF (473 k),,,,,,,,,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,,,,,,H2,Hydrogen,77,K,0.022346,bar,capacity,215.517,cm3(STP)/g,10.1016j.ijhydene.2015.06.109.Isotherm3,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm3.json,Figure 2a,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm3_p5_Hydrogen,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,Zr-fum MOF (473 k),,,,,,,,,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,,,,,,H2,Hydrogen,77,K,0.03352,bar,capacity,220.69,cm3(STP)/g,10.1016j.ijhydene.2015.06.109.Isotherm3,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm3.json,Figure 2a,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm3_p6_Hydrogen,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,Zr-fum MOF (473 k),,,,,,,,,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,,,,,,H2,Hydrogen,77,K,0.069832,bar,capacity,227.586,cm3(STP)/g,10.1016j.ijhydene.2015.06.109.Isotherm3,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm3.json,Figure 2a,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm3_p7_Hydrogen,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,Zr-fum MOF (473 k),,,,,,,,,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,,,,,,H2,Hydrogen,77,K,0.148045,bar,capacity,232.759,cm3(STP)/g,10.1016j.ijhydene.2015.06.109.Isotherm3,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm3.json,Figure 2a,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm3_p8_Hydrogen,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,Zr-fum MOF (473 k),,,,,,,,,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,,,,,,H2,Hydrogen,77,K,0.206704,bar,capacity,236.207,cm3(STP)/g,10.1016j.ijhydene.2015.06.109.Isotherm3,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm3.json,Figure 2a,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm3_p9_Hydrogen,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,Zr-fum MOF (473 k),,,,,,,,,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,,,,,,H2,Hydrogen,77,K,0.276536,bar,capacity,241.379,cm3(STP)/g,10.1016j.ijhydene.2015.06.109.Isotherm3,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm3.json,Figure 2a,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm3_p10_Hydrogen,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,Zr-fum MOF (473 k),,,,,,,,,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,,,,,,H2,Hydrogen,77,K,0.321229,bar,capacity,239.655,cm3(STP)/g,10.1016j.ijhydene.2015.06.109.Isotherm3,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm3.json,Figure 2a,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm3_p11_Hydrogen,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,Zr-fum MOF (473 k),,,,,,,,,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,,,,,,H2,Hydrogen,77,K,0.379888,bar,capacity,241.379,cm3(STP)/g,10.1016j.ijhydene.2015.06.109.Isotherm3,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm3.json,Figure 2a,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm3_p12_Hydrogen,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,Zr-fum MOF (473 k),,,,,,,,,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,,,,,,H2,Hydrogen,77,K,0.438547,bar,capacity,243.103,cm3(STP)/g,10.1016j.ijhydene.2015.06.109.Isotherm3,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm3.json,Figure 2a,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm3_p13_Hydrogen,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,Zr-fum MOF (473 k),,,,,,,,,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,,,,,,H2,Hydrogen,77,K,0.519553,bar,capacity,246.552,cm3(STP)/g,10.1016j.ijhydene.2015.06.109.Isotherm3,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm3.json,Figure 2a,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm3_p14_Hydrogen,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,Zr-fum MOF (473 k),,,,,,,,,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,,,,,,H2,Hydrogen,77,K,0.578212,bar,capacity,246.552,cm3(STP)/g,10.1016j.ijhydene.2015.06.109.Isotherm3,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm3.json,Figure 2a,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm3_p15_Hydrogen,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,Zr-fum MOF (473 k),,,,,,,,,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,,,,,,H2,Hydrogen,77,K,0.622905,bar,capacity,248.276,cm3(STP)/g,10.1016j.ijhydene.2015.06.109.Isotherm3,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm3.json,Figure 2a,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm3_p16_Hydrogen,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,Zr-fum MOF (473 k),,,,,,,,,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,,,,,,H2,Hydrogen,77,K,0.670391,bar,capacity,248.276,cm3(STP)/g,10.1016j.ijhydene.2015.06.109.Isotherm3,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm3.json,Figure 2a,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm3_p17_Hydrogen,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,Zr-fum MOF (473 k),,,,,,,,,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,,,,,,H2,Hydrogen,77,K,0.74581,bar,capacity,250,cm3(STP)/g,10.1016j.ijhydene.2015.06.109.Isotherm3,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm3.json,Figure 2a,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm3_p18_Hydrogen,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,Zr-fum MOF (473 k),,,,,,,,,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,,,,,,H2,Hydrogen,77,K,0.751397,bar,capacity,250,cm3(STP)/g,10.1016j.ijhydene.2015.06.109.Isotherm3,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm3.json,Figure 2a,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm3_p19_Hydrogen,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,Zr-fum MOF (473 k),,,,,,,,,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,,,,,,H2,Hydrogen,77,K,0.793296,bar,capacity,250,cm3(STP)/g,10.1016j.ijhydene.2015.06.109.Isotherm3,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm3.json,Figure 2a,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm3_p20_Hydrogen,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,Zr-fum MOF (473 k),,,,,,,,,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,,,,,,H2,Hydrogen,77,K,0.810056,bar,capacity,253.448,cm3(STP)/g,10.1016j.ijhydene.2015.06.109.Isotherm3,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm3.json,Figure 2a,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm3_p21_Hydrogen,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,Zr-fum MOF (473 k),,,,,,,,,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,,,,,,H2,Hydrogen,77,K,0.818436,bar,capacity,253.448,cm3(STP)/g,10.1016j.ijhydene.2015.06.109.Isotherm3,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm3.json,Figure 2a,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm3_p22_Hydrogen,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,Zr-fum MOF (473 k),,,,,,,,,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,,,,,,H2,Hydrogen,77,K,0.871508,bar,capacity,253.448,cm3(STP)/g,10.1016j.ijhydene.2015.06.109.Isotherm3,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm3.json,Figure 2a,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm3_p23_Hydrogen,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,Zr-fum MOF (473 k),,,,,,,,,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,,,,,,H2,Hydrogen,77,K,0.913408,bar,capacity,256.897,cm3(STP)/g,10.1016j.ijhydene.2015.06.109.Isotherm3,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm3.json,Figure 2a,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm3_p24_Hydrogen,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,Zr-fum MOF (473 k),,,,,,,,,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,,,,,,H2,Hydrogen,77,K,0.932961,bar,capacity,258.621,cm3(STP)/g,10.1016j.ijhydene.2015.06.109.Isotherm3,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm3.json,Figure 2a,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm3_p25_Hydrogen,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,Zr-fum MOF (473 k),,,,,,,,,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,,,,,,H2,Hydrogen,77,K,0.955307,bar,capacity,260.345,cm3(STP)/g,10.1016j.ijhydene.2015.06.109.Isotherm3,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm3.json,Figure 2a,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm3_p26_Hydrogen,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,Zr-fum MOF (473 k),,,,,,,,,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,,,,,,H2,Hydrogen,77,K,0.972067,bar,capacity,262.069,cm3(STP)/g,10.1016j.ijhydene.2015.06.109.Isotherm3,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm3.json,Figure 2a,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm3_p27_Hydrogen,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,Zr-fum MOF (473 k),,,,,,,,,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,,,,,,H2,Hydrogen,77,K,0.98324,bar,capacity,263.793,cm3(STP)/g,10.1016j.ijhydene.2015.06.109.Isotherm3,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm3.json,Figure 2a,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm3_p28_Hydrogen,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,Zr-fum MOF (473 k),,,,,,,,,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,,,,,,H2,Hydrogen,77,K,0.988827,bar,capacity,270.69,cm3(STP)/g,10.1016j.ijhydene.2015.06.109.Isotherm3,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm3.json,Figure 2a,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm3_p29_Hydrogen,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,Zr-fum MOF (473 k),,,,,,,,,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,,,,,,H2,Hydrogen,77,K,0.994413,bar,capacity,274.138,cm3(STP)/g,10.1016j.ijhydene.2015.06.109.Isotherm3,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm3.json,Figure 2a,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2a; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm4_p1_Hydrogen,NIST-MATDB-98b8f2dce025c0b86016f14587338c73,Zr-fum MOF (433 k),,,,,,,,,NIST-MATDB-98b8f2dce025c0b86016f14587338c73,,,,,,H2,Hydrogen,77,K,0.013774,bar,capacity,0.167379,wt%,10.1016j.ijhydene.2015.06.109.Isotherm4,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm4.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm4_p2_Hydrogen,NIST-MATDB-98b8f2dce025c0b86016f14587338c73,Zr-fum MOF (433 k),,,,,,,,,NIST-MATDB-98b8f2dce025c0b86016f14587338c73,,,,,,H2,Hydrogen,77,K,0.033058,bar,capacity,0.326224,wt%,10.1016j.ijhydene.2015.06.109.Isotherm4,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm4.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm4_p3_Hydrogen,NIST-MATDB-98b8f2dce025c0b86016f14587338c73,Zr-fum MOF (433 k),,,,,,,,,NIST-MATDB-98b8f2dce025c0b86016f14587338c73,,,,,,H2,Hydrogen,77,K,0.066116,bar,capacity,0.471126,wt%,10.1016j.ijhydene.2015.06.109.Isotherm4,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm4.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm4_p4_Hydrogen,NIST-MATDB-98b8f2dce025c0b86016f14587338c73,Zr-fum MOF (433 k),,,,,,,,,NIST-MATDB-98b8f2dce025c0b86016f14587338c73,,,,,,H2,Hydrogen,77,K,0.110193,bar,capacity,0.602071,wt%,10.1016j.ijhydene.2015.06.109.Isotherm4,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm4.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm4_p5_Hydrogen,NIST-MATDB-98b8f2dce025c0b86016f14587338c73,Zr-fum MOF (433 k),,,,,,,,,NIST-MATDB-98b8f2dce025c0b86016f14587338c73,,,,,,H2,Hydrogen,77,K,0.168044,bar,capacity,0.714403,wt%,10.1016j.ijhydene.2015.06.109.Isotherm4,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm4.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm4_p6_Hydrogen,NIST-MATDB-98b8f2dce025c0b86016f14587338c73,Zr-fum MOF (433 k),,,,,,,,,NIST-MATDB-98b8f2dce025c0b86016f14587338c73,,,,,,H2,Hydrogen,77,K,0.23416,bar,capacity,0.826774,wt%,10.1016j.ijhydene.2015.06.109.Isotherm4,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm4.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm4_p7_Hydrogen,NIST-MATDB-98b8f2dce025c0b86016f14587338c73,Zr-fum MOF (433 k),,,,,,,,,NIST-MATDB-98b8f2dce025c0b86016f14587338c73,,,,,,H2,Hydrogen,77,K,0.311295,bar,capacity,0.91585,wt%,10.1016j.ijhydene.2015.06.109.Isotherm4,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm4.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm4_p8_Hydrogen,NIST-MATDB-98b8f2dce025c0b86016f14587338c73,Zr-fum MOF (433 k),,,,,,,,,NIST-MATDB-98b8f2dce025c0b86016f14587338c73,,,,,,H2,Hydrogen,77,K,0.399449,bar,capacity,0.995639,wt%,10.1016j.ijhydene.2015.06.109.Isotherm4,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm4.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm4_p9_Hydrogen,NIST-MATDB-98b8f2dce025c0b86016f14587338c73,Zr-fum MOF (433 k),,,,,,,,,NIST-MATDB-98b8f2dce025c0b86016f14587338c73,,,,,,H2,Hydrogen,77,K,0.495868,bar,capacity,1.0708,wt%,10.1016j.ijhydene.2015.06.109.Isotherm4,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm4.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm4_p10_Hydrogen,NIST-MATDB-98b8f2dce025c0b86016f14587338c73,Zr-fum MOF (433 k),,,,,,,,,NIST-MATDB-98b8f2dce025c0b86016f14587338c73,,,,,,H2,Hydrogen,77,K,0.603306,bar,capacity,1.13667,wt%,10.1016j.ijhydene.2015.06.109.Isotherm4,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm4.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
nist_10_1016j_ijhydene_2015_06_109_Isotherm4_p11_Hydrogen,NIST-MATDB-98b8f2dce025c0b86016f14587338c73,Zr-fum MOF (433 k),,,,,,,,,NIST-MATDB-98b8f2dce025c0b86016f14587338c73,,,,,,H2,Hydrogen,77,K,0.716253,bar,capacity,1.19323,wt%,10.1016j.ijhydene.2015.06.109.Isotherm4,10.1016/j.ijhydene.2015.06.109,2015,db_nist_isodb,github_api_mirror,https://raw.githubusercontent.com/NIST-ISODB/isodb-library/master/Library/10.1016j.ijhydene.2015.06.109/10.1016j.ijhydene.2015.06.109.Isotherm4.json,Figure 2b,NIST ISODB,github_mirror_json,high,NIST category=exp; articleSource=Figure 2b; digitizer=David A. Anderegg.
