source_id,hashkey,name,formula,synonyms,external_resources,doi,title,year
db_nist_isodb,NIST-MATDB-646305b7be8c332d8656167133c58d58,Zr-fum MOF (393 k),,,[],10.1016/j.ijhydene.2015.06.109,Hydrogen storage in Zr-fumarate MOF,2015
db_nist_isodb,NIST-MATDB-98b8f2dce025c0b86016f14587338c73,Zr-fum MOF (433 k),,,[],10.1016/j.ijhydene.2015.06.109,Hydrogen storage in Zr-fumarate MOF,2015
db_nist_isodb,NIST-MATDB-adbde35885cf5b9ed691e857234f8b49,Zr-fum MOF (473 k),,,[],10.1016/j.ijhydene.2015.06.109,Hydrogen storage in Zr-fumarate MOF,2015
